Elements;insertBT;deleteBT;findBT;equalBT;milliSec;0;10;50;3;rand
11;0;0;0;0
22;0;0;0;0
33;0;0;0;0
44;0;0;0;0
55;0;0;0;0
66;0;0;0;0
77;0;0;0;0
88;1;0;0;0
99;1;0;0;0
110;0;1;0;0
121;1;1;0;0
132;1;1;0;0
143;1;1;0;0
154;1;2;0;0
165;1;1;0;0
176;3;3;0;0
187;1;2;0;0
198;2;2;0;0
209;2;2;0;0
220;3;2;0;0
231;2;3;0;0
242;3;3;0;0
253;3;3;0;0
264;4;4;0;0
275;5;5;0;0
286;5;5;0;0
297;3;3;0;0
308;4;4;0;0
319;4;4;0;0
330;5;5;0;0
341;6;6;0;0
352;5;5;0;0
363;6;7;0;0
374;6;6;0;0
385;7;6;0;0
396;8;8;0;0
407;9;10;0;0
418;12;12;0;0
429;11;11;0;0
440;11;12;0;0
451;9;9;0;0
462;10;10;0;0
473;10;10;0;0
484;12;12;0;0
495;10;10;0;0
506;13;14;0;0
517;11;12;0;0
528;18;18;0;0
539;15;15;0;0
550;11;12;0;0
